Year,Market Name,Borough,Street Address,Community District,Latitude,Longitude,Days of Operation,Hours of Operations,Season Dates,Accepts EBT,Open Year-Round,Stellar Cooking Demonstrations
2022,Ridgewood Farmstand,Queens,Cypress & Myrtle Aves.,405,40.700123,-73.90621,Saturday,8:30 a.m. - 3 p.m.,,Yes,No,No
2022,Rockaway Market @ Beach 60th,Queens,Rockaway Freeway & Beach 60th St.,414,40.592902,-73.789051,Saturday,10 a.m. - 3 p.m.,,Yes,No,No
2022,Socrates Sculpture Park,Queens,32-01 Vernon Blvd,401,40.767634,-73.936314,Saturday,10 a.m. - 2 p.m.,,Yes,No,No
2022,Soul To Soul Community Farm Stand,Manhattan,Adam Clayton Powell Jr. Blvd. bet. 110th & 111th Sts.,110,40.799441,-73.955303,Thursday & Friday,11 a.m - 5:30 p.m.,,Yes,No,No
2022,Soul To Soul Community Farm Stand (year-round),Manhattan,2079 Frederick Douglass Blvd,101,40.802156,-73.957032,Tuesday-Friday,11 a.m. - 5 p.m. (summer); 10 a.m. - 4 p.m. (winter),,Yes,Yes,No
2022,Sovereign Markets,Queens,Laurelton Long Island Railroad Station Commuter Parking Lot - Prospect Ct. bet. 224th & 225th Sts. 11413,413,40.668389,-73.751972,Saturday,11 a.m. - 3 p.m.,,Yes,No,No
2022,St. George Greenmarket,Staten Island,Hyatt St & St Marks Pl,501,40.641586,-74.0779,Saturday,8 a.m. - 2 p.m.,,Yes,Yes,No
2022,Staten Island Mall Greenmarket,Staten Island,Marsh Ave. & Ring Rd.,502,40.583804,-74.161245,Saturday,8 a.m. - 2 p.m.,,Yes,No,No
2022,Stuyvesant Town Greenmarket,Manhattan,"E. 14th. St. Loop & Avenue A, in the Oval",103,40.730443,-73.980339,Sunday,9:30 a.m. - 4 p.m.,,Yes,No,No
2022,Sunnyside Greenmarket,Queens,Skillman Ave. bet 42nd & 43rd Sts,402,40.746999,-73.921724,Saturday,8 a.m. - 2 p.m.,,Yes,Yes,No
2022,Tompkins Square Greenmarket,Manhattan,E. 7th St. & Avenue A,103,40.726054,-73.983534,Sunday,9 a.m. - 5 p.m.,,Yes,Yes,No
2022,Tribeca Greenmarket,Manhattan,Greenwich & Chambers Sts,101,40.716303,-74.010966,Wednesday,8 a.m. - 3 p.m.,,Yes,Yes,No
2022,Tucker Square Greenmarket,Manhattan,W 66th St & Broadway,107,40.773876,-73.982226,Thursday & Saturday,8 a.m. - 4 p.m.,,Yes,Yes,No
2022,Two Bridges Youth Market,Manhattan,50 Madison St. (in front of Hamilton-Madison House Community Center),103,40.711958,-73.997825,Sunday,10:30 a.m. - 3:30 p.m.,,Yes,No,No
2022,Union Square Greenmarket,Manhattan,E 17th St & Union Square W,105,40.737133,-73.990329,"Monday, Wednesday, Friday & Saturday",8 a.m. - 6 p.m.,,Yes,Yes,No
2022,Uptown Good Food,Manhattan,330 St Nicholas Ave. (St. Nicholas Miracle Garden),110,40.81172,-73.951795,Thursday,5-7 p.m.,,Yes,No,No
2021,170 Farm Stand,Bronx,1406 Townsend Ave.,204,40.840138,-73.916591,Wednesday,2:30 - 6:30 p.m.,,Yes,No,No
2021,175th Street Greenmarket,Manhattan,W. 175th St. bet. Wadsworth Ave. & Broadway,112,40.845948,-73.937811,Thursday,8 a.m. - 4 p.m.,,Yes,No,No
2021,4th Ave Sunset Park Greenmarket,Brooklyn,4th Ave. bet. 59th & 60th Sts.,307,40.641435,-74.017815,Saturday,8 a.m. - 3 p.m.,,Yes,No,No
2021,57th Street Greenmarket,Manhattan,W. 57th St. & 10th Ave.,104,40.769117,-73.988559,Wednesday & Saturday,8 a.m. - 5 p.m.,,Yes,No,No
2021,79th Street Greenmarket,Manhattan,Columbus Ave. bet. W. 78th & 81st Sts.,107,40.781274,-73.975995,Sunday,9 a.m. - 5 p.m.,,Yes,Yes,No
2021,7th Ave Sunset Park Greenmarket,Brooklyn,7th Ave. & 44th St.,307,40.645807,-74.002414,Saturday,8 a.m. - 3 p.m.,,Yes,Yes,No
2021,82nd Street Greenmarket,Manhattan,E. 82nd St. bet. 1st & York Aves.,108,40.774292,-73.951262,Saturday,9 a.m. - 2:30 p.m.,,Yes,Yes,No
2021,92nd Street Greenmarket,Manhattan,E. 92nd St. & 1st Ave.,108,40.780691,-73.946592,Sunday,9 a.m. - 4 p.m.,,Yes,No,No
2021,97th Street Greenmarket,Manhattan,W. 97th St. bet. Columbus & Amsterdam Aves.,107,40.793558,-73.967016,Friday,8 a.m. - 2 p.m.,,Yes,Yes,No
2021,Abingdon Square Greenmarket,Manhattan,Hudson& W. 12th Sts.,102,40.737553,-74.005687,Saturday,8 a.m. - 2 p.m.,,Yes,Yes,No
2021,Astor Place Greenmarket,Manhattan,Astor Pl. bet. Broadway & Lafayette,102,40.730079,-73.992842,Tuesday,8 a.m. - 5 p.m.,,Yes,No,No
2021,Bartel-Pritchard Square Greenmarket,Brooklyn,Prospect Park W. & 15th St.,306,40.661154,-73.980172,Wednesday & Sunday,8 a.m. - 3 p.m. (W); 9 a.m. - 3 p.m. (S),,Yes,Yes,No
2021,Bay Ridge Greenmarket,Brooklyn,95th St. & 3rd Ave.,108,40.784516,-73.949825,Saturday,8 a.m. - 3 p.m.,,Yes,No,No
2021,Bensonhurst Greenmarket,Brooklyn,81st St. & 18th Ave.,311,40.609951,-73.999456,Sunday,9 a.m. - 4 p.m.,,Yes,No,No
2021,Bissel Gardens Farmers Market,Bronx,Baychester Ave & E 241st St,212,40.90152,-73.846937,Saturday,10 a.m. - 5 p.m.,,Yes,No,No
2021,Borough Park Greenmarket,Brooklyn,14th Ave. bet. 49th & 50th Sts.,312,40.633696,-73.989916,Thursday,8 a.m. - 3 p.m.,,Yes,No,No
2021,Bowling Green Greenmarket,Manhattan,Broadway & Battery Pl.,101,40.704549,-74.01429,Tuesday & Thursday,8 a.m. - 5 p.m.,,Yes,Yes,No
2021,Bronx Borough Hall Greenmarket,Bronx,Grand Concourse bet. E. 161st & 162nd Sts.,204,40.826835,-73.922621,Tuesday,8 a.m. - 4 p.m.,,Yes,No,No
2021,Bronxworks Farmer Market,Bronx,1130 Grand Concourse,204,40.832759,-73.919296,Thursday,10 a.m. - 4 p.m.,,Yes,No,No
2021,Brooklyn Borough Hall Greenmarket,Brooklyn,Court & Montague Sts.,302,40.693722,-73.990455,"Tuesday, Thursday & Saturday",8 a.m. - 5 p.m.,,Yes,Yes,No
2021,Brooklyn Grange Farm Stand at Long Island City,Queens,3718 Northern Blvd. (Roof),401,40.752096,-73.925887,Saturday,10 a.m. - 3 p.m.,,Yes,No,No
2021,Brooklyn Grange Farm Stand at Sunset Park,Brooklyn,850 3rd Ave. (Roof),306,40.658518,-74.003327,Sunday,10 a.m. - 3 p.m.,,Yes,No,No
2021,Brownsville Pitkin Farmstand,Brooklyn,Pitkin Ave. & Thomas Boyland St.,306,40.669264,-73.913554,Saturday,9 a.m. - 2 p.m.,,Yes,No,No
2021,Carroll Gardens Greenmarket,Brooklyn,Carroll St. bet. Smith & Court Sts.,306,40.68106,-73.996528,Sunday,8 a.m. - 2 p.m.,,Yes,Yes,No
2021,Chelsea's Down to Earth Farmers Market,Manhattan,W. 23rd St. bet. 8th & 9th Aves.,104,40.745293,-73.998488,Saturday,9 a.m. - 3 p.m.,,Yes,No,No
2021,Children's Aid  Go!Healthy Food Box + Farmstand - Milbank Center,Manhattan,14-32 W. 118th St.,110,40.802317,-73.946351,Wednesday,3 - 5 p.m.,,Yes,Yes,No
2021,Children's Aid Go!Healthy Food Box + Farmstand - Bronx Family Center,Bronx,1515 Southern Blvd.,203,40.833734,-73.889934,Thursday,11 a.m. - 2 p.m.,,Yes,Yes,No
2021,Children's Aid Go!Healthy Food Box + Farmstand - Mirabal Sister Campus,Manhattan,21 Jumel Pl.,112,40.839305,-73.936159,Tuesday,1:30 - 3 p.m.,,Yes,No,No
2021,Children's Aid Go!Healthy Food Box + Farmstand - PS 5,Manhattan,3703 10th Ave.,112,40.85899,-73.922894,Wednesday,12 - 1:30 p.m.,,Yes,No,No
2021,Children's Aid Society Go!Healthy Food Box + Famstand - Goodhue Center,Staten Island,304 Prospect Ave.,501,40.638936,-74.097966,Tuesday,11 a.m. - 2 p.m.,,Yes,Yes,No
2021,Corona Greenmarket,Queens,Roosevelt Ave. & 103rd St.,403,40.749869,-73.862726,Friday,8 a.m. - 3 p.m.,,Yes,No,No
2021,Cortelyou Greenmarket,Brooklyn,Cortelyou & Rugby Rds.,314,40.640825,-73.965301,Sunday,8 a.m. - 3 p.m.,,Yes,Yes,No
2021,Cunningham Park's Down to Earth Farmers Market,Queens,Union Tpk. & 196 Pl.,408,40.731082,-73.773997,Sunday,9 a.m. - 2 p.m.,,Yes,No,No
2021,Cypress Hills Farmstand,Brooklyn,Fulton St. bet. Richmond & Logan Sts.,305,40.682391,-73.913554,Friday,10 a.m. - 3 p.m.,,Yes,No,No
2021,Dag Hammarskjold Plaza Greenmarket,Manhattan,E. 47th St. & 2nd Ave.,106,40.752999,-73.969887,Wednesday,8 a.m. - 4 p.m.,,Yes,Yes,No
2021,Ditmars Park Farmstand,Queens,Steinway St. bet. Ditmars Blvd. & 23rd Ave.,401,40.772854,-73.906061,Saturday,9:30 a.m. - 2 p.m.,,Yes,No,No
2021,Domino Park Greenmarket,Brooklyn,15 River St.,301,40.717122,-73.966671,Sunday,9 a.m. - 3 p.m.,,Yes,No,No
2021,East New York Farmers Market I,Brooklyn,Schenck Ave. bet. New Lots & Livonia Aves.,305,40.665296,-73.886557,Saturday,9 a.m. - 3 p.m.,,Yes,No,No
2021,East New York Farmers Market II,Brooklyn,Euclid & Pitkin Aves.,305,40.675404,-73.871914,Wednesday,1:30 - 5:30 p.m.,,Yes,No,No
2021,Eastchester Farmstand,Bronx,E. 229th St. & Schieffelin Ave.,212,40.88503,-73.843146,Thursday,9:30 a.m. - 3 p.m.,,Yes,No,No
2021,Edgemere Farm Market,Queens,385 Beach 45th St.,414,40.595255,-73.776524,Saturday & Sunday,9 a.m. - 2 p.m.,,Yes,No,No
2021,Edible Schoolyard NYC's Farm Stand at PS 216,Brooklyn,350 Ave. X,315,40.590564,-73.969964,Friday (every other),9 a.m. - 3:30 p.m.,,Yes,Yes,No
2021,Elmhurst Hospital Greenmarket,Queens,41st Ave. bet. 80th & 81st Sts.,404,40.745794,-73.885489,Tuesday,8 a.m. - 4 p.m.,,Yes,No,No
2021,Far Rock Farm Stand,Queens,385 Beach 45th St.,431,40.595612,-73.776551,Saturday,10 a.m. - 2 p.m.,,Yes,No,No
2021,Flatbush Junction Farmstand,Brooklyn,Nostrand & Flatbush Aves.,314,40.632886,-73.947698,Saturday,9 a.m. - 2 p.m.,,Yes,No,No
2021,Flushing Greenmarket,Queens,"Kissena Blvd. & Maple Ave., at Maple Playground",407,40.756357,-73.825773,Wednesday,8 a.m. - 3 p.m.,,Yes,No,No
2021,Fordham Greenmarket,Bronx,Park Ave. bet. E. 189th St. & E. Fordham Rd.,206,40.860178,-73.891745,Friday,8 a.m. - 4 p.m.,,Yes,No,No
2021,Forest Hills Greenmarket,Queens,70th Ave. & Queens Blvd.,406,40.72188,-73.846383,Sunday,8 a.m. - 2 p.m.,,Yes,Yes,No
2021,Forest Park Farmstand,Queens,Myrtle Ave. & Park Lane South,409,40.701101,-73.841562,Saturday,8:30 a.m. - 3 p.m.,,Yes,No,No
2021,Fort Greene Park Greenmarket,Brooklyn,Washington Park bet. Dekalb Ave. & Willoughby St.,302,40.691707,-73.973539,Saturday,8 a.m. - 3 p.m.,,Yes,Yes,No
2021,Fort Washington Greenmarket,Manhattan,W. 168th St. & Ft. Washington Ave.,112,40.842154,-73.942278,Tuesday,8 a.m. - 4 p.m.,,Yes,No,No
2021,Fulton Stall Market,Manhattan,Pier 17 Square,101,40.705799,-74.002572,Saturday,11 a.m. - 5 p.m.,,Yes,No,No
2021,Gouverneur Health Farmstand,Manhattan,Madison St. bet. Clinton & Jefferson Sts.,103,40.712905,-73.986928,Thursday,9 a.m. - 2 p.m.,,Yes,No,No
2021,Grand Army Plaza Greenmarket,Brooklyn,"Flatbush Ave. & Prospect Park W., at Prospect Park’s NW Entrance",355,40.663812,-73.962866,Saturday,8 a.m. - 4 p.m.,,Yes,Yes,No
2021,Grass Roots Farmers' Market,Manhattan,"W. 145th St. bet. Edgecombe & Bradhurst Aves., at Jackie Robinson Park",109,40.823647,-73.943844,Tuesday & Saturday,9 a.m. - 4 p.m.,,Yes,No,No
2021,Hamilton Heights Green Youthmarket,Manhattan,"Amsterdam bet. W. 143rd & 144th Sts., at Johnny Hartman Plaza",109,40.82394,-73.948552,Wednesday,10:30 a.m. - 6 p.m.,,Yes,No,No
2021,Harvest Home Brower Park Farm Stand,Brooklyn,Brooklyn Ave. & Prospect Pl.,308,40.674,-73.944544,Thursday,8 a.m. - 4 p.m.,,Yes,No,No
2021,Harvest Home Coney Island Hospital Farmers Market,Brooklyn,Ocean Pkwy. bet. Ave. Z & Shore Pkwy.,313,40.5867,-73.96615,Friday,8 a.m. - 4 p.m.,,Yes,No,No
2021,Harvest Home East Harlem Farmers Market,Manhattan,E. 104th St. & 3rd Ave.,111,40.7903,-73.945635,Thursday,8 a.m. - 4 p.m.,,Yes,No,No
2021,Harvest Home Harlem Hospital Farmers Market,Manhattan,W. 137th St. & Lenox Ave.,110,40.815403,-73.93991,Friday,8 a.m. - 4 p.m.,,Yes,No,No
2021,Harvest Home Hunts Point Farm Stand,Bronx,E. 163rd St. & Hunts Point Ave. (Monsignor Del Valle Park),202,40.821,-73.891613,Wednesday,8 a.m. - 4 p.m.,,Yes,No,No
2021,Harvest Home Jacobi Hospital Farmers Market,Bronx,"1400 Pelham Pkwy. S., at Eastchester Rd.",211,40.8574,-73.847079,Friday,8 a.m. - 4 p.m.,,Yes,No,No
2021,Harvest Home Kings County Hospital Farmers Market,Brooklyn,Clarkson Ave. bet. E. 37th & 38th Sts.,317,40.6558,-73.943355,Wednesday,8 a.m. - 4 p.m.,,Yes,No,No
2021,Harvest Home Lenox Avenue Farm Stand,Manhattan,Lenox Ave. bet. W. 117 & 118 Sts.,110,40.802699,-73.949186,Saturday,8 a.m. - 4 p.m.,,Yes,No,No
2021,Harvest Home Metropolitan Hospital Farmers Market,Manhattan,E. 97th St. & 2nd Ave.,111,40.784943,-73.946589,Friday,8 a.m. - 4 p.m.,,Yes,No,No
2021,Harvest Home Mt. Eden Malls Farmers Market,Bronx,Mt. Eden & Morris Aves. (Claremont Park),204,40.8429,-73.909558,Tuesday & Thursday,8 a.m. - 4 p.m.,,Yes,No,No
2021,Harvest Home North Central Bronx Farmers Market,Bronx,Mosholu Pkwy. & Jerome Ave.,207,40.8797,-73.884661,Wednesday,8 a.m. - 4 p.m.,,Yes,No,No
2021,Harvest Home St. Mary's Park Farm Stand,Bronx,E. 149th St. & Eagle Ave. (St. Mary's Park),201,40.8139,-73.911812,Thursday,8 a.m. - 4 p.m.,,Yes,No,No
2021,Harvest Hope Co-op City Farm Stand,Bronx,Asch Loop & Aldrich Ave.,210,40.8702,-73.830963,Wednesday,8 a.m. - 4 p.m.,,Yes,No,No
2021,Hattie Carthan Community Market,Brooklyn,363-365 Clifton Pl.,303,40.689628,-73.946882,Wednesday & Saturday,12 - 6 p.m. (W); 9 a.m. -3 p.m. (S),,Yes,No,No
2021,Hattie Carthan Herbal Apothecary Market,Brooklyn,48 Van Buren St.,303,40.690036,-73.943557,Sunday,1 - 6 p.m.,,Yes,No,No
2021,Hudson Yards Farmers Market,Manhattan,20 Hudson Yards,104,40.753308,-74.00009,Tuesday & Thursday,10 a.m. - 6 p.m.,,No,No,No
2021,Inwood Park Greenmarket,Manhattan,Isham St. bet. Seaman Ave. & Cooper St.,112,40.869001,-73.920896,Saturday,8 a.m. - 3 p.m.,,Yes,Yes,No
2021,Isabahlia Farm Stand,Brooklyn,514 Rockaway Ave.,316,40.667554,-73.910207,Friday & Saturday,8 a.m. - 3:30 p.m.,,Yes,No,No
2021,Isabahlia Farm Stand Winter Market,Brooklyn,93 New Lots Ave. (Inside greenhouse),316,40.657984,-73.901764,Saturday,8:30 a.m. - 1:30 p.m.,,Yes,No,No
2021,Isabahlia Farmers Market,Brooklyn,410 Livonia Ave.,316,40.663532,-73.902236,Saturday,8:30 a.m. - 1:30 p.m.,,Yes,No,No
2021,Jackson Heights Greenmarket,Queens,34th Ave. bet. 79th & 80th Sts.,403,40.753435,-73.887822,Sunday,8 a.m. - 2 p.m.,,Yes,Yes,No
2021,James Baldwin Outdoor Learning Center (JBOLC) Garden Community Farmers Market,Bronx,Sedgwick Ave. bet. Goulden Ave. & Mosholu Pkwy.,207,40.882647,-73.886562,Saturday,10 a.m. - 2 p.m.,,Yes,No,No
2021,Kensington Farmstand,Brooklyn,McDonald Ave. & Albermarle Rd.,312,40.64511,-73.979882,Saturday,8:30 a.m. - 3 p.m.,,Yes,No,No
2021,La Familia Verde Farmers Market,Bronx,E. Tremont Ave. bet. Moneterey & LaFontaine Aves.,206,40.846629,-73.896057,Tuesday,8 a.m.- 2 p.m.,,Yes,No,No
2021,Learn It Grow It Eat It Farmstand,Bronx,169th St. & Boston Rd. at McKinley Square,203,40.83082,-73.900779,Wednesday,8 a.m. - 3 p.m.,,Yes,No,No
2021,Lincoln Hospital Greenmarket,Bronx,E. 149th St. bet. Park & Morris Aves.,201,40.818013,-73.925185,Tuesday,8 a.m. - 3 p.m.,,Yes,No,No
2021,Lower East Side Farmstand,Manhattan,Grand St. bet. Pitt & Willet Sts.,103,40.71521,-73.984258,Thursday,10 a.m. - 3 p.m.,,Yes,No,No
2021,McCarren Park Greenmarket,Brooklyn,Union Ave. bet. Driggs & N. 12th Sts.,301,40.719219,-73.952479,Saturday,8 a.m. - 2 p.m.,,Yes,Yes,No
2021,McGolrick Park's Down to Earth Farmers Market,Brooklyn,Russell St. & Nassau Ave. (Center of park),301,40.725617,-73.944497,Sunday,10 a.m. - 3 p.m.,,Yes,No,No
2021,Mitch's Provisions,Brooklyn,370 Tompkins Ave.,303,40.684816,-73.944217,Wednesday & Thursday,1 - 4 p.m. (W); 4 - 7 p.m. (T),,No,Yes,No
2021,Morning Glory Market at the New York Botanical Gardens,Bronx,2900 Southern Blvd.,227,40.865684,-73.883312,Wednesday,10 a.m. - 4 p.m.,,Yes,No,No
2021,Morningside Park's Down to Earth Farmers Market,Manhattan,W. 110th St. & Manhattan Ave.,107,40.801155,-73.959647,Saturday,9 a.m. - 4 p.m. (winter closes at 3 p.m.),,Yes,Yes,No
2021,Mott Haven Farm Stand,Bronx,545 E. 142nd St.,201,40.809973,-73.916434,Wednesday,9 a.m. - 3 p.m.,,Yes,No,No
2021,Mount Sinai Greenmarket,Manhattan,E. 99th St. bet. Madison & Park Aves.,111,40.789169,-73.952743,Wednesday,8 a.m. - 5 p.m.,,Yes,No,No
2021,Myrtle Wycoff Greenmarket,Queens,Myrtle Ave. bet. Wyckoff & Gates Aves.,405,40.699798,-73.911523,Thursday,8 a.m. - 3 p.m.,,Yes,No,No
2021,New Roots Farm Stand,Bronx,670 Grand Concourse,204,40.821737,-73.925246,Tuesday,3 - 7 p.m.,,Yes,No,No
2021,Norwood Farmstand,Bronx,E. Gun Hill Rd. & Dekalb Ave.,207,40.88222,-73.880458,Thursday,8 a.m. - 4 p.m.,,Yes,Yes,No
2021,Park Slope's Down to Earth Farmers Market,Brooklyn,4th St. & 5th Ave.,306,40.672194,-73.983785,Sunday,10 a.m. - 4 p.m. (winter closes at 3 p.m.),,Yes,Yes,No
2021,Parkchester Greenmarket,Bronx,Cross Bronx Expwy. & White Plains Rd.,209,40.833966,-73.862892,Friday,8 a.m. - 4 p.m.,,Yes,No,No
2021,Poe Park Greenmarket,Bronx,E. 192 St. & Grand Concourse,207,40.864216,-73.895795,Tuesday,8 a.m. - 3 p.m.,,Yes,No,No
2021,PS 11 Farm Market,Manhattan,320 W. 21st St.,104,40.744349,-74.000253,Wednesday,8 - 10 a.m.,,Yes,No,No
2021,PS 57 Farmstand,Manhattan,115th St. & 3rd Ave.,111,40.797261,-73.940519,Wednesday,9:30 a.m.- 4 p.m.,,Yes,No,No
2021,Queens Botanical Garden's Down to Earth Farmers Market,Queens,82 Dahlia Ave.,407,40.75186,-73.826362,Friday,8:30 a.m. - 4 p.m.,,Yes,No,No
2021,Queens County Farm Museum Farm Stand,Queens,73-50 Little Neck Pkwy.,413,40.748163,-73.719431,Wednesday - Sunday,11 a.m. - 3 p.m. (W) ; 11 a.m. - 5 p.m. (T-S),,Yes,No,No
2021,Queens Farm - Jamaica,Queens,13420 Jamaica Ave.,409,40.70236,-73.818531,Friday,10:30 a.m. - 3:30 p.m.,,Yes,No,No
2021,Queens Farm - Queens Borough Hall,Queens,120-55 Queens Blvd.,409,40.713318,-73.82858,Thursday,10 a.m. - 3 p.m.,,Yes,No,No
2021,Queens Village Farmers Market,Queens,Amboy Ln. & Springfield Blvd. (LIRR Parking Lot),413,40.717978,-73.735337,Sunday,11 a.m. - 4 p.m.,,Yes,No,No
2021,Red Hook Farm Stand,Brooklyn,767 Hicks St.,306,40.672524,-74.00871,Tuesday,11 a.m. - 1 p.m.,,Yes,No,No
2021,Ridgewood Farmstand,Queens,Cypress & Myrtle Aves.,405,40.700123,-73.90621,Saturday,8:30 a.m. - 3 p.m.,,Yes,No,No
2021,RiseBoro Farmers Market at Bethel Church,Brooklyn,215 Cooper St.,304,40.689879,-73.905298,Thursday,11 a.m. - 3 p.m.,,Yes,No,No
2021,RiseBoro Farmers Market at Hopefield,Brooklyn,Knickerbocker Ave. & Grove St.,304,40.69768,-73.916366,Wednesday,10 a.m. - 4 p.m.,,Yes,No,No
2021,RiseBoro Farmers Market at Maria Hernandez Park,Brooklyn,Knickerbocker Ave. & Starr St.,304,40.702811,-73.92539,Saturday,9 a.m. - 3 p.m.,,Yes,No,No
2021,Riverdale Y Sunday Farmers Market,Bronx,4545 Independence Ave. (Riverdale Temple Parking Lot),208,40.891762,-73.912208,Sunday,9 a.m. - 2 p.m.,,Yes,No,No
2021,Rockefeller Center Greenmarket,Manhattan,Rockefeller Plaza bet. W. 49th & 50th Sts.,105,40.757912,-73.977653,"Wednesday, Thursday & Friday",8 a.m. - 5 p.m.,,Yes,No,No
2021,Saratoga Farm Stand,Brooklyn,1965-1971 Fulton St.,316,40.678562,-0.000079704,Saturday,9 a.m. -2 p.m.,,Yes,No,No
2021,Seeds in the Middle Fresh Food Box / Farmstand - Brownsville,Brooklyn,213 Osborn St.,316,40.667377,-73.908214,Friday,11 a.m. - 3 p.m.,,Yes,Yes,No
2021,Seeds in the Middle Fresh Food Box / Farmstand - Flatbush,Brooklyn,2500 Nostrand Ave.,314,40.623561,-73.946279,Thursday,1 - 5 p.m.,,Yes,Yes,No
2021,Seeds in the Middle Fresh Food Box / Farmstand - Ocean Hill- Brownsville Farmstand,Brooklyn,2163 Dean St.,316,40.675024,-73.915778,Wednesday,12:30 - 3 p.m.,,Yes,Yes,No
2021,Socrates Sculpture Park,Queens,32-01 Vernon Blvd.,401,40.767634,-73.936314,Saturday,10 a.m. - 2 p.m.,,Yes,No,No
2021,Soul to Soul Community Farm Stand,Manhattan,Adam Clayton Powell Jr. Blvd. bet. 110th & 111th Sts.,110,40.799441,-73.955303,Thursday & Friday,11 a.m. - 5:30 p.m.,,Yes,No,No
2021,Soul to Soul Community Farm Stand (Winter),Manhattan,Adam Clayton Powell Jr. Blvd. bet. 110th & 111th Sts.,110,40.799441,-73.955303,Thursday & Friday,10 a.m. - 4 p.m.,,Yes,No,No
2021,South Williamsburg Greenmarket,Brooklyn,Taylor St. & Lee Ave.,301,40.706998,-73.961364,Thursday,8 a.m. - 4 p.m.,,Yes,No,No
2021,St. Albans Farmers Market,Queens,Linden Blvd. bet. 180th & Newburg Sts. (LIRR Parking Lot),412,40.69225,-73.766682,Saturday,11 a.m. - 4 p.m.,,Yes,No,No
2021,St. George Greenmarket,Staten Island,Hyatt St. & St. Marks Pl.,501,40.641586,-74.0779,Saturday,8 a.m. - 2 p.m. (winter closes at 1 p.m.),,Yes,Yes,No
2021,Staten Island Mall Greenmarket,Staten Island,Marsh Ave. & Ring Rd.,502,40.583804,-74.161245,Saturday,8 a.m. - 3 p.m.,,Yes,No,No
2021,Stuyvesant Town Greenmarket,Manhattan,"E. 14th. St. Loop & Avenue A, in the Oval",103,40.730443,-73.980339,Sunday,9:30 a.m. - 4 p.m.,,Yes,No,No
2021,Sunnyside Greenmarket,Queens,Skillman Ave. bet. 42nd & 43rd Sts.,402,40.746999,-73.921724,Saturday,8 a.m. - 2 p.m.,,Yes,Yes,No
2021,The Laurelton Farmers Market,Queens,Prospect Ct. bet. 224th & 225th Sts. (LIRR Parking Lot),413,40.668389,-73.751972,Saturday & Sunday,11 a.m. - 4 p.m.,,Yes,No,No
2021,Tompkins Square Greenmarket,Manhattan,E. 7th St. & Avenue A,103,40.726054,-73.983534,Sunday,9 a.m. - 5 p.m.,,Yes,Yes,No
2021,Tribeca Greenmarket,Manhattan,Greenwich & Chambers Sts.,101,40.716303,-74.010966,Wednesday,8 a.m. -3 p.m.,,Yes,Yes,No
2021,Tucker Square Greenmarket,Manhattan,W. 66th St. & Broadway,107,40.773876,-73.982226,Thursday & Saturday,8 a.m. - 5 p.m.,,Yes,Yes,No
2021,Union Square Greenmarket,Manhattan,E. 17th St. & Union Square W.,105,40.737133,-73.990329,"Monday, Wednesday, Friday & Saturday",8 a.m. - 6 p.m.,,Yes,Yes,No
2021,Urban Oasis,Brooklyn,681 Clarkson Ave.,309,40.657269,-73.934066,Wednesday,2 - 5:30 p.m.,,No,No,No
2021,Van Cortlandt Park Alliance Amalgamated Housing Youth Farmstand,Bronx,Orloff Ave. & Gale Pl.,208,40.884532,-73.892172,Wednesday,1 -7 p.m.,,Yes,No,No
2021,Woodhull Hospital Farmstand,Brooklyn,Marcus Garvey Blvd. bet. Broadway & Park Ave.,303,40.700281,-73.94115,Wednesday,9 a.m. - 2 p.m.,,Yes,No,No
2021,Wyckoff House Museum Farmstand,Brooklyn,5816 Clarendon Rd.,317,40.64497,-73.920914,Saturday,11 a.m. - 3 p.m.,,Yes,No,No
2020,170 Farm Stand,Bronx,E 170th St & Townsend Ave,204,40.839882,-73.916783,Wednesday,2:30pm-6:30pm,,Yes,No,No
2020,175th Street Greenmarket,Manhattan,W 175th St bet Wadsworth Ave & Broadway,112,40.845948,-73.937811,Thursday,8am - 4pm,,Yes,No,No
2020,4th Ave Sunset Park Greenmarket,Brooklyn,4th Ave bet 59th & 60th Sts,307,40.641435,-74.017815,Saturday,8am - 3pm,,Yes,No,No
2020,57th Street Greenmarket,Manhattan,W 57th St & 10th Ave,104,40.769117,-73.988559,"Wednesday
Saturday",8am-5pm,,Yes,No,No
2020,6th Ave Sunset Park Greenmarket,Brooklyn,44th St & 6th Ave,307,40.647132,-74.004623,Saturday,8am-3pm,,Yes,Yes,No
2020,79th Street Greenmarket,Manhattan,Columbus Ave bet W 78th & 81st Sts,107,40.781274,-73.975995,Sunday,9am - 5pm,,Yes,Yes,No
2020,82nd Street Greenmarket,Manhattan,E 82nd St bet 1st & York Aves,108,40.774292,-73.951262,Saturday,9am - 2:30pm,,Yes,Yes,No
2020,92nd Street Greenmarket,Manhattan,E 92nd St & 1st Ave,108,40.780691,-73.946592,Sunday,9am-4pm,,Yes,No,No
2020,97th Street Greenmarket,Manhattan,W 97th St bet Columbus & Amsterdam Aves,107,40.793558,-73.967016,Friday,8am - 2pm,,Yes,Yes,No
2020,Abingdon Square Greenmarket,Manhattan,Hudson St & W 12th St,102,40.737553,-74.005687,Saturday,8am - 2pm,,Yes,Yes,No
